	sim_dom1	sim_dom2	prob1	pval1	score1	aligned_cols1	ident_perc1	prob2	pval2	score2	aligned_cols2	ident_perc2	score_norm1	score_norm2
1335	Peptidase_M43	Peptidase_M2	64.21	9.7e-05	34.26	17	24	55.87	0.00016999999999999999	33.54	18	22	2.0152941176470587	1.8633333333333333
1336	Homeobox_KN	HTH_3	32.96	0.00054	8.84	14	21	53.1	0.00021	10.2	16	25	0.6314285714285715	0.6375
1337	Ets	IRF	94.65	5.5e-06	30.29	46	26	93.38	1.7e-05	28.93	47	26	0.6584782608695652	0.615531914893617
1338	Pou	HTH_3	96.94	5.3e-09	29.21	44	20	97.75	9.4e-11	31.18	44	20	0.6638636363636364	0.7086363636363636
1339	Sec23_trunk	VWA_2	97.15	2.7e-09	48.28	45	22	98.09	1.8e-11	48.71	45	22	1.072888888888889	1.0824444444444445
1340	VWA_2	Integrin_beta	98.01	4.2e-11	46.48	43	21	97.27	7.2e-09	43.58	43	21	1.0809302325581394	1.0134883720930232
1341	DSPc	PTPlike_phytase	97.32	8.1e-10	46.6	24	21	96.87	5.4e-09	47.39	24	21	1.9416666666666667	1.9745833333333334
1342	Y_phosphatase	PTPlike_phytase	97.15	1.4000000000000001e-09	53.85	57	23	97.05	2e-09	54.6	57	23	0.9447368421052632	0.9578947368421052
1343	Peptidase_M28	Peptidase_M20	96.78	4e-09	55.94	52	23	96.42	1.3e-08	57.12	51	24	1.0757692307692308	1.1199999999999999
1344	zf-RING_2	zf-ANAPC11	96.09	4.2e-08	20.68	17	35	94.03	1.1e-06	21.58	23	39	1.2164705882352942	0.9382608695652174
1345	zf-RING_2	zf-Nse	92.34	1.6e-06	13.44	13	23	91.28	2.8e-06	13.33	12	25	1.0338461538461539	1.1108333333333333
1346	zf-RING_5	zf-RING_4	93.99	4.5e-07	13.75	13	23	95.1	1.4e-07	15.31	14	21	1.0576923076923077	1.0935714285714286
1347	zf-RING_5	zf-ANAPC11	95.34	1.8e-07	18.77	17	29	93.67	2.2e-06	20.1	18	33	1.1041176470588234	1.1166666666666667
1348	zf-RING_5	zf-Nse	90.65	3.1e-06	12.49	6	33	87.48	7.9e-06	11.92	4	25	2.0816666666666666	2.98
1349	zf-RING_4	zf-C3HC4_4	95.78	3.7e-08	15.87	13	23	95.99	1.8999999999999998e-08	15.28	13	23	1.2207692307692306	1.1753846153846153
1350	zf-RING_4	zf-C3HC4_2	94.33	3.2e-07	13.99	12	42	94.7	1.8e-07	13.52	12	42	1.1658333333333333	1.1266666666666667
1351	zf-RING_4	Prok-RING_4	94.99	1.7e-07	15.45	7	57	94.81	2e-07	14.71	6	50	2.207142857142857	2.4516666666666667
1352	zf-RING_4	zf-ANAPC11	96.76	7.1e-09	23.78	29	21	95.43	4e-07	23.72	29	21	0.8200000000000001	0.8179310344827586
1353	zf-RING_4	zf-RING_11	94.51	1.9e-07	12.6	3	67	95.24	6e-08	12.44	3	67	4.2	4.1466666666666665
1354	zf-RING_4	zf-C3HC4	96.1	1.7e-08	16.45	16	25	96.33	7.4e-09	15.76	16	25	1.028125	0.985
1355	zf-RING_4	zf-MIZ	88.32	1e-05	14.34	9	44	68.08	0.00016	13.93	9	44	1.5933333333333333	1.5477777777777777
1356	zf-RING_4	zf-RING_UBOX	94.57	2.5e-07	14.14	11	27	95.06	1.1e-07	13.82	11	27	1.2854545454545454	1.2563636363636363
1357	zf-RING_4	zf-rbx1	93.45	1e-06	15.3	24	21	91.05	3.9e-06	14.5	23	22	0.6375000000000001	0.6304347826086957
1358	zf-C3HC4_4	zf-ANAPC11	95.85	5.3e-08	18.52	16	38	93.16	2.7000000000000004e-06	18.95	16	38	1.1575	1.184375
1359	zf-C3HC4_3	zf-ANAPC11	91.21	5e-06	16.08	12	25	88.74	1.8e-05	17.72	12	25	1.3399999999999999	1.4766666666666666
1360	zf-C3HC4_2	zf-ANAPC11	95.1	2.1e-07	17.43	13	38	90.88	7.9e-06	17.64	13	38	1.3407692307692307	1.356923076923077
1361	zf-C3HC4_2	zf-MIZ	72.9	5.6999999999999996e-05	10.99	4	50	46.14	0.0004	11.26	4	50	2.7475	2.815
1362	zf-C3HC4_2	zf-Nse	93.19	7.7e-07	12.8	8	38	89.86	4e-06	12.11	5	20	1.6	2.4219999999999997
1363	zf-C3HC4	zf-ANAPC11	96.4	1.2e-08	19.53	17	35	94.16	1.3e-06	19.86	17	35	1.1488235294117648	1.168235294117647
1364	zf-C3HC4	zf-MIZ	79.43	2.8999999999999997e-05	11.27	4	75	47.53	0.00036	11.13	4	75	2.8175	2.7825
1365	zf-C3HC4	zf-Nse	95.25	8.6e-08	14.27	14	21	93.75	5.7e-07	13.72	14	21	1.0192857142857144	0.9800000000000001
1366	RINGv	zf-ANAPC11	95.76	1.4e-07	23.59	23	26	94.41	9.8e-07	23.49	23	26	1.0256521739130435	1.0213043478260868
1367	RINGv	zf-MIZ	51.55	0.00036	12.43	7	43	35.11	0.00099	12.51	7	43	1.7757142857142856	1.7871428571428571
1368	zf-ANAPC11	Prok-RING_4	92.73	4.2000000000000004e-06	19.6	27	22	95.05	2.9e-07	18.57	26	23	0.725925925925926	0.7142307692307692
1369	zf-ANAPC11	zf-RING_11	87.54	7.400000000000001e-06	15.46	7	57	95.32	7.1e-08	16.02	8	50	2.2085714285714286	2.0025
1370	zf-ANAPC11	zf-MIZ	83.05	7.7e-05	18.73	9	33	72.76	0.00022999999999999998	17.97	9	33	2.0811111111111114	1.9966666666666666
1371	zf-ANAPC11	zf-RING_UBOX	88.82	1.4000000000000001e-05	16.69	11	36	94.58	4e-07	16.68	11	36	1.5172727272727273	1.5163636363636364
1372	zf-Nse	zf-RING_UBOX	89.69	4.1e-06	11.97	9	22	93.12	8e-07	12.65	10	20	1.33	1.2650000000000001
1373	zf-Nse	zf-rbx1	91.47	3.3e-06	14.68	23	39	90.36	5.5e-06	14.7	23	39	0.6382608695652173	0.6391304347826087
1374	EF-hand_5	EFhand_Ca_insen	91.76	2.2e-06	13.27	18	22	91.03	3.5000000000000004e-06	13.92	18	22	0.7372222222222222	0.7733333333333333
1375	EF-hand_5	SPARC_Ca_bdg	89.45	6.8e-06	14.07	17	29	88.12	1.3000000000000001e-05	15.16	19	26	0.8276470588235294	0.7978947368421053
1376	EF-hand_6	EF-hand_9	94.89	1.8e-07	14.85	18	22	92.65	1.6e-06	14.42	18	22	0.825	0.8011111111111111
1377	EF-hand_6	EFhand_Ca_insen	94.51	2.9e-07	14.65	20	25	92.21	2.2e-06	14.63	20	25	0.7325	0.7315
1378	EF-hand_9	S_100	58.74	0.00025	12.8	12	25	35.08	0.001	12.78	12	25	1.0666666666666667	1.065
1379	MOZ_SAS	Acetyltransf_16	97.0	4e-09	55.15	61	23	97.22	1.6e-09	53.44	62	23	0.9040983606557377	0.8619354838709677
1380	Transketolase_N	Transket_pyr	90.5	2.8999999999999997e-05	36.94	42	24	92.27	2.5e-05	34.77	41	24	0.8795238095238095	0.848048780487805
1381	ubiquitin	Ubiquitin_2	98.67	1.8000000000000002e-13	43.7	60	20	98.02	3.3e-11	42.32	61	21	0.7283333333333334	0.6937704918032787
1382	ACT_7	ACT	84.22	4.4e-05	16.95	23	22	85.05	3.6e-05	16.81	23	22	0.7369565217391304	0.7308695652173912
1383	zf-MYND	zf-HIT	85.23	1.6e-05	13.04	16	38	75.3	7.8e-05	14.05	17	35	0.815	0.8264705882352942
1384	AhpC-TSA	Redoxin	99.63	8.9e-22	90.18	114	22	99.68	1.1e-22	91.51	114	22	0.7910526315789475	0.802719298245614
1385	Redoxin	Thioredoxin	99.09	6.8e-16	61.44	81	21	99.25	5.2e-17	62.14	81	21	0.7585185185185185	0.7671604938271605
1386	Thioredoxin_8	Thioredoxin	99.03	9.999999999999999e-16	56.82	64	20	99.13	2.4e-16	56.85	64	20	0.8878125	0.88828125
1387	Fer2_3	Fer2	97.83	9.7e-12	51.29	42	31	98.1	1.4999999999999999e-12	51.32	42	31	1.2211904761904762	1.2219047619047618
1388	GSH_synthase	GSH_synth_ATP	99.23	6.3e-18	106.38	98	41	99.24	5.200000000000001e-18	108.25	98	41	1.0855102040816327	1.1045918367346939
1389	KH_1	KH_2	73.66	0.00011	16.56	25	24	68.1	0.00015	17.28	20	30	0.6624	0.8640000000000001
1390	Lactamase_B_2	Lactamase_B	98.74	7.7e-15	81.53	47	21	98.79	1.5999999999999998e-14	75.92	45	22	1.7346808510638299	1.6871111111111112
1391	Cytochrom_C	Cytochrom_C1	98.13	7.4e-13	53.75	19	26	97.1	2.9e-10	55.16	19	26	2.8289473684210527	2.9031578947368417
1392	Serum_albumin	VitD-bind_III	96.53	1.5e-08	43.9	55	22	96.41	2e-08	44.93	52	21	0.7981818181818181	0.8640384615384615
1393	tRNA-synt_1b	tRNA-synt_1e	96.85	5.9e-09	61.79	44	23	97.15	1.6e-09	64.1	44	23	1.4043181818181818	1.4568181818181818
1394	tRNA-synt_1b	tRNA-synt_1g	86.96	1.3000000000000001e-05	42.55	28	21	64.12	0.00022	34.69	26	23	1.519642857142857	1.334230769230769
1395	tRNA-synt_1e	tRNA-synt_1	99.94	1.1999999999999998e-33	231.32	130	22	99.92	2.7e-32	237.54	130	22	1.7793846153846153	1.8272307692307692
1396	tRNA-synt_1e	tRNA-synt_1g	100.0	3.3999999999999996e-36	239.83	284	21	100.0	9.699999999999998e-36	244.33	284	21	0.8444718309859155	0.8603169014084507
1397	tRNA-synt_1g	tRNA-synt_1	100.0	7.2e-56	410.39	361	21	100.0	2.1999999999999997e-53	407.19	361	21	1.1368144044321329	1.127950138504155
1398	tRNA-synt_1g	tRNA-synt_1c	99.41	2.1e-19	136.74	95	20	99.41	2.2000000000000003e-19	135.05	95	20	1.4393684210526316	1.4215789473684213
1399	Arginosuc_synth	ATP_bind_3	99.11	3.5e-16	104.49	143	20	99.42	1.3000000000000002e-18	102.99	143	20	0.7306993006993007	0.7202097902097901
1400	tRNA-synt_1	tRNA-synt_1c	99.26	1.3e-17	133.88	96	20	99.27	6.6e-18	129.92	96	20	1.3945833333333333	1.3533333333333333
1401	Dus	IMPDH	98.7	6e-14	105.48	136	20	98.73	3.6000000000000004e-14	105.87	136	20	0.7755882352941177	0.7784558823529412
1402	HMGL-like	Pterin_bind	94.25	2.3e-05	34.9	30	20	94.12	3.3e-05	35.97	30	20	1.1633333333333333	1.199
1403	DeoC	IMPDH	96.14	4.3e-07	51.73	70	27	95.68	1.3e-06	49.71	70	27	0.739	0.7101428571428572
1404	DeoC	FMN_dh	95.77	1.1e-06	47.58	72	22	95.96	5.2e-07	50.86	72	21	0.6608333333333333	0.7063888888888888
1405	IMPDH	DHO_dh	98.02	4.2e-11	84.0	89	25	97.92	7.8e-11	84.12	90	24	0.9438202247191011	0.9346666666666668
1406	IMPDH	FMN_dh	99.23	1.5e-16	123.87	141	25	99.27	5.2e-17	127.4	141	25	0.8785106382978723	0.9035460992907802
1407	HAD_2	Hydrolase_like	97.91	8.1e-12	49.97	45	22	98.2	1e-12	50.72	45	22	1.1104444444444443	1.1271111111111112
1408	Hydrolase_like	PNK3P	97.29	3.1e-10	41.9	47	28	96.44	8.8e-09	42.19	47	28	0.8914893617021277	0.8976595744680851
1409	Hydrolase_like	5_nucleotid	97.81	3.2e-12	56.29	47	26	96.44	2.9e-09	55.02	47	26	1.1976595744680851	1.1706382978723404
1410	Hydrolase_like	UMPH-1	96.1	9.9e-09	37.71	28	25	95.46	5.3e-08	39.22	28	25	1.3467857142857143	1.4007142857142856
1411	Acyl-CoA_dh_N	Acyl-CoA_ox_N	94.92	1.8e-07	32.56	34	21	94.63	2.5e-07	33.18	33	21	0.9576470588235295	1.0054545454545454
1412	zf-C2H2_4	zf-C2HE	91.33	2.2e-06	12.32	18	44	86.81	1.4999999999999999e-05	14.37	19	42	0.6844444444444444	0.7563157894736842
1413	zf-C2H2_6	zf-C2HE	75.25	3.5e-05	9.78	5	60	83.54	2.4e-05	13.23	20	35	1.956	0.6615
1414	zf-H2C2_5	zf-C2HE	76.08	3.5e-05	10.13	4	50	78.7	4.4e-05	12.83	19	21	2.5325	0.6752631578947369
1415	zf-H2C2_2	zf-C2HE	81.01	2.8000000000000003e-05	12.15	13	31	53.95	0.0003	12.17	13	31	0.9346153846153846	0.9361538461538461
1416	zf-C2HE	zf-C2H2	65.75	0.00011999999999999999	11.85	18	33	53.02	0.00018	9.31	8	50	0.6583333333333333	1.16375
1417	zf-C2HE	zf-met	77.16	5.2000000000000004e-05	12.79	19	26	85.7	1e-05	11.18	18	28	0.6731578947368421	0.6211111111111111
1418	SIR2	TPP_enzyme_M	56.21	0.00033	26.16	16	38	64.05	0.00021	26.11	16	38	1.635	1.631875
1419	DAGK_cat	PFK	92.92	9e-06	32.24	40	28	89.41	3.4e-05	32.86	40	28	0.806	0.8215
1420	FGGY_N	GDA1_CD39	51.99	0.00033	32.1	20	20	49.24	0.00037	33.1	20	20	1.605	1.655
1421	FGGY_N	HSP70	73.81	8.9e-05	36.99	19	26	62.3	0.00022	35.39	19	26	1.946842105263158	1.8626315789473684
1422	Hexokinase_1	Fumble	72.75	8.1e-05	34.73	19	32	59.91	0.00021	32.93	19	32	1.827894736842105	1.733157894736842
1423	MafB19-deam	dCMP_cyt_deam_1	99.91	2.8e-31	150.13	100	47	99.94	1.3e-33	151.73	100	47	1.5012999999999999	1.5172999999999999
1424	A_deamin	APOBEC_N	34.38	0.001	28.81	40	35	47.97	0.00049	29.56	40	35	0.72025	0.739
1425	2-Hacid_dh_C	AdoHcyase_NAD	98.22	9.9e-12	60.7	94	23	98.26	8e-12	60.53	94	23	0.6457446808510638	0.643936170212766
1426	2-Hacid_dh_C	adh_short	87.2	3.4e-05	28.58	33	27	89.5	3.1e-05	26.66	33	27	0.866060606060606	0.8078787878787879
1427	2-Hacid_dh_C	Pyr_redox_2	85.7	3.7e-05	30.77	29	21	80.34	9.6e-05	28.19	29	21	1.0610344827586207	0.9720689655172414
1428	2-Hacid_dh_C	GFO_IDH_MocA	97.72	2.4e-10	50.24	65	25	98.23	1.1e-11	49.64	65	25	0.7729230769230769	0.7636923076923077
1429	2-Hacid_dh_C	F420_oxidored	97.53	2.4e-10	47.85	63	22	98.09	9.7e-12	46.85	63	22	0.7595238095238096	0.7436507936507937
1430	2-Hacid_dh_C	Sacchrp_dh_NADP	94.99	1.1e-06	34.69	33	21	95.44	6.3e-07	33.75	33	21	1.051212121212121	1.0227272727272727
1431	2-Hacid_dh_C	Gp_dh_N	92.99	3.5000000000000004e-06	30.38	30	43	93.99	1.8000000000000001e-06	29.79	30	43	1.0126666666666666	0.993
1432	2-Hacid_dh_C	DAO	91.84	4.5e-06	36.97	31	23	89.06	1.3000000000000001e-05	35.14	31	23	1.1925806451612904	1.1335483870967742
1433	2-Hacid_dh_C	GMC_oxred_N	90.1	1.3000000000000001e-05	33.96	32	22	84.67	5e-05	31.7	31	23	1.06125	1.0225806451612902
1434	2-Hacid_dh_C	DFP	86.33	6.9e-05	27.7	26	23	85.28	8.6e-05	27.21	25	24	1.0653846153846154	1.0884
1435	Methyltransf_4	MT-A70	85.18	4.4e-05	25.69	23	26	82.56	6.500000000000001e-05	26.2	23	26	1.1169565217391304	1.1391304347826086
1436	Methyltransf_2	RrnaAD	98.0	6e-11	61.74	82	22	97.52	1e-09	59.6	70	23	0.7529268292682927	0.8514285714285714
1437	Methyltransf_2	FtsJ	98.12	1.1999999999999999e-11	61.48	97	20	98.18	8.6e-12	60.63	97	20	0.6338144329896906	0.6250515463917526
1438	Methyltransf_2	Spermine_synth	98.79	1.9e-14	74.89	106	20	98.97	1.7e-15	75.11	105	20	0.7065094339622642	0.7153333333333334
1439	Methyltransf_2	Ubie_methyltran	99.28	2.8999999999999997e-17	93.93	148	20	99.28	3e-17	93.6	148	20	0.6346621621621622	0.6324324324324324
1440	Methyltransf_2	MTS	99.3	1e-17	90.12	137	20	99.46	3.5e-19	89.99	134	20	0.6578102189781022	0.6715671641791044
1441	Methyltransf_2	Pox_MCEL	99.01	2.7e-15	86.68	107	22	98.86	1.3999999999999999e-14	88.24	107	22	0.8100934579439253	0.8246728971962617
1442	Methyltransf_3	Spermine_synth	98.79	6.7e-14	69.12	107	25	98.89	2.1000000000000002e-14	69.01	106	25	0.645981308411215	0.6510377358490567
1443	AdoHcyase_NAD	Ldh_1_N	97.04	1.8e-09	46.61	66	21	97.35	5e-10	45.77	66	21	0.7062121212121212	0.6934848484848485
1444	AdoHcyase_NAD	FMO-like	93.46	1.5e-06	41.81	33	21	90.01	8.3e-06	41.45	33	21	1.266969696969697	1.256060606060606
1445	AdoHcyase_NAD	RmlD_sub_bind	93.9	1.9e-06	37.08	32	22	93.76	2.1000000000000002e-06	37.03	32	22	1.15875	1.1571875
1446	AdoHcyase_NAD	ELFV_dehydrog	98.28	8e-12	64.64	51	25	97.84	1.3999999999999998e-10	63.96	51	25	1.267450980392157	1.2541176470588236
1447	AdoHcyase_NAD	UDPG_MGDP_dh_N	98.08	1.7e-11	59.85	66	21	98.08	1.2999999999999999e-11	60.2	66	21	0.9068181818181819	0.9121212121212121
1448	AdoHcyase_NAD	NAD_binding_8	88.12	2.3e-05	22.78	29	28	90.98	1.4000000000000001e-05	20.61	29	28	0.7855172413793103	0.7106896551724138
1449	AdoHcyase_NAD	FAD_binding_3	94.19	1.1e-06	39.0	34	26	94.12	1.1e-06	38.59	34	26	1.1470588235294117	1.135
1450	AdoHcyase_NAD	Pyr_redox	93.22	3.4e-06	27.66	32	28	94.85	1e-06	26.18	32	28	0.864375	0.818125
1451	AdoHcyase_NAD	DAO	94.23	7.7e-07	40.26	31	32	92.76	2.6e-06	38.63	31	32	1.2987096774193547	1.2461290322580647
1452	AdoHcyase_NAD	GMC_oxred_N	92.74	2.7000000000000004e-06	36.82	32	28	89.65	1.1e-05	34.91	32	28	1.150625	1.0909375
1453	AdoHcyase_NAD	GIDA	91.32	6.8e-06	36.06	32	22	89.54	1.2e-05	36.05	32	22	1.126875	1.1265625
1454	AdoHcyase_NAD	3HCDH_N	97.64	1.3999999999999998e-10	54.55	36	22	97.72	9.199999999999999e-11	54.11	36	22	1.5152777777777777	1.5030555555555556
1455	AdoHcyase_NAD	Epimerase	88.96	2.5e-05	29.37	30	20	92.25	7.400000000000001e-06	30.21	30	20	0.979	1.0070000000000001
1456	AdoHcyase_NAD	DFP	90.11	2.2e-05	29.57	35	23	88.2	3.3e-05	28.94	35	23	0.8448571428571429	0.8268571428571428
1457	AdoHcyase_NAD	GDP_Man_Dehyd	71.78	0.00016999999999999999	27.42	30	23	70.92	0.00018999999999999998	26.92	30	23	0.914	0.8973333333333334
1458	AdoHcyase_NAD	3Beta_HSD	79.16	0.00028	25.28	29	28	81.12	0.00026000000000000003	24.81	29	28	0.8717241379310345	0.8555172413793103
1459	AdoHcyase_NAD	AlaDh_PNT_C	97.68	1e-10	57.0	93	20	97.71	8.099999999999999e-11	58.65	93	20	0.6129032258064516	0.6306451612903226
1460	AdoHcyase_NAD	ThiF	94.33	1e-06	40.2	36	22	91.99	4.9000000000000005e-06	40.51	36	22	1.1166666666666667	1.1252777777777778
1461	Met_10	Methyltransf_15	98.29	2.9999999999999997e-12	61.74	76	20	98.35	2.1e-12	60.15	76	20	0.8123684210526316	0.7914473684210526
1462	Met_10	RrnaAD	97.8	1.5e-10	58.36	73	21	97.14	2.5e-09	56.28	73	21	0.7994520547945205	0.770958904109589
1463	Met_10	TPMT	98.61	8.599999999999999e-14	72.83	100	20	98.58	1.2e-13	72.91	100	20	0.7283	0.7291
1464	Met_10	TRM	98.91	2.7e-15	89.41	115	22	98.4	1.3999999999999999e-12	87.17	103	23	0.7774782608695652	0.8463106796116505
1465	Met_10	MTS	98.9	9.4e-15	73.69	97	21	99.07	1.2e-15	72.8	97	21	0.7596907216494845	0.7505154639175258
1466	Met_10	PCMT	98.27	2.9999999999999997e-12	64.69	100	21	98.28	2.9e-12	64.93	100	21	0.6469	0.6493000000000001
1467	Methyltransf_15	ADH_zinc_N	93.02	1.3000000000000001e-05	26.37	30	20	94.89	2.5e-06	28.18	30	20	0.879	0.9393333333333334
1468	Methyltransf_15	Methyltransf_12	97.65	2.5e-10	43.69	40	25	98.28	4.9e-12	43.75	40	25	1.09225	1.09375
1469	Methyltransf_15	DNA_methylase	97.37	2.5e-09	49.95	76	21	96.97	9.6e-09	52.96	76	21	0.6572368421052632	0.6968421052631579
1470	Methyltransf_16	MT-A70	83.01	5.4000000000000005e-05	25.3	24	21	79.65	7.900000000000001e-05	25.65	24	21	1.0541666666666667	1.0687499999999999
1471	Methyltransf_16	MTS	99.45	1.2e-18	84.8	108	22	99.45	1.3000000000000002e-18	83.41	108	22	0.7851851851851852	0.7723148148148148
1472	Methyltransf_11	RrnaAD	98.44	6.9e-13	48.39	68	25	96.89	5.7e-09	45.39	54	30	0.7116176470588236	0.8405555555555556
1473	Methyltransf_11	MT-A70	89.03	8.599999999999999e-06	22.06	12	25	74.44	7.4e-05	21.88	12	25	1.8383333333333332	1.8233333333333333
1474	Methyltransf_11	Ubie_methyltran	99.24	6.5e-18	64.87	96	21	98.57	4.0999999999999996e-14	64.93	96	21	0.6757291666666667	0.6763541666666667
1475	Methyltransf_11	TPMT	99.27	1.4000000000000003e-17	62.93	95	23	98.6	7.6e-14	63.26	95	23	0.6624210526315789	0.6658947368421052
1476	Methyltransf_11	TRM	98.61	2.4e-14	57.6	92	20	97.06	7.3e-10	57.68	92	20	0.6260869565217392	0.6269565217391304
1477	Methyltransf_11	Pox_MCEL	99.1	1.3999999999999998e-16	62.25	96	21	98.09	3.5e-12	61.83	96	21	0.6484375	0.6440625
1478	Methyltransf_12	MT-A70	74.87	3.7e-05	20.73	7	29	70.2	5.3e-05	22.97	15	20	2.9614285714285713	1.5313333333333332
1479	Methyltransf_12	FtsJ	98.03	7.200000000000001e-12	43.98	31	23	97.41	1.1000000000000001e-10	46.75	31	23	1.4187096774193548	1.5080645161290323
1480	Methyltransf_12	Ubie_methyltran	99.1	1.3e-16	62.9	99	24	98.57	5.5999999999999995e-14	65.18	99	24	0.6353535353535353	0.6583838383838384
1481	Methyltransf_12	UPF0020	98.28	3.2e-12	46.94	43	23	97.03	3.1e-09	47.48	43	23	1.091627906976744	1.1041860465116278
1482	Methyltransf_12	MTS	99.15	7.6e-17	60.09	94	24	98.84	4.3e-15	61.47	94	22	0.6392553191489362	0.653936170212766
1483	Pyr_redox_2	Ldh_1_N	87.94	2.9999999999999997e-05	29.05	29	21	92.31	6.4e-06	30.65	29	21	1.0017241379310344	1.056896551724138
1484	Pyr_redox_2	Gp_dh_N	82.15	7.6e-05	25.43	29	28	89.02	2e-05	27.06	29	28	0.8768965517241379	0.933103448275862
1485	Pyr_redox_2	AlaDh_PNT_C	82.34	6.9e-05	30.17	28	21	86.06	3.2e-05	32.59	28	21	1.0775000000000001	1.1639285714285716
1486	Pyr_redox_2	Malic_M	59.55	0.00031	28.06	19	37	61.2	0.00022999999999999998	31.48	19	37	1.4768421052631577	1.656842105263158
1487	Pyr_redox_3	NAD_binding_2	81.92	8.4e-05	27.65	32	25	85.55	5.1e-05	27.81	32	25	0.8640625	0.8690625
1488	Pyr_redox_3	FMO-like	99.87	2.7e-27	172.35	184	20	99.76	7.2e-24	172.08	182	20	0.9366847826086956	0.9454945054945055
1489	Pyr_redox_3	RmlD_sub_bind	56.2	0.00057	26.86	31	23	54.5	0.00063	26.64	31	23	0.8664516129032258	0.8593548387096774
1490	Pyr_redox_3	F420_oxidored	80.81	8.4e-05	24.67	31	23	88.12	2.9999999999999997e-05	24.24	31	23	0.7958064516129033	0.7819354838709677
1491	Pyr_redox_3	NAD_binding_8	95.47	1.4e-07	34.44	28	29	96.46	1.7e-08	32.06	28	29	1.23	1.145
1492	Pyr_redox_3	FAD_binding_3	98.14	1.7e-11	70.94	29	31	98.25	7e-12	72.42	29	31	2.446206896551724	2.4972413793103447
1493	Pyr_redox_3	FAD_binding_2	97.64	6e-10	63.94	29	24	97.19	5.9e-09	61.45	29	24	2.2048275862068967	2.1189655172413793
1494	Pyr_redox_3	Sacchrp_dh_NADP	72.11	0.00018999999999999998	25.69	28	21	79.34	9.9e-05	25.92	28	21	0.9175000000000001	0.9257142857142858
1495	Pyr_redox_3	Amino_oxidase	81.53	3.7e-05	37.31	31	29	68.71	0.00013000000000000002	36.56	31	29	1.2035483870967743	1.1793548387096775
1496	Pyr_redox_3	Pyr_redox	96.57	2.8e-08	39.73	32	22	97.43	1.1e-09	39.07	32	22	1.2415625	1.2209375
1497	Pyr_redox_3	DAO	97.32	2.8000000000000003e-09	58.52	29	28	97.16	5.1e-09	58.83	29	28	2.017931034482759	2.028620689655172
1498	Pyr_redox_3	GMC_oxred_N	97.39	3.7000000000000007e-10	62.36	28	21	96.91	1.4000000000000001e-09	61.56	28	21	2.2271428571428573	2.198571428571429
1499	Pyr_redox_3	DFP	76.82	0.00023999999999999998	26.74	23	30	76.85	0.00023999999999999998	26.91	23	30	1.162608695652174	1.17
1500	Pyr_redox_3	THF_DHG_CYH_C	85.65	5.6000000000000006e-05	29.65	36	36	84.83	5.9999999999999995e-05	30.39	36	36	0.8236111111111111	0.8441666666666667
1501	Pyr_redox_3	AlaDh_PNT_C	86.37	4.9e-05	31.4	36	22	86.39	4.8e-05	31.85	36	22	0.8722222222222222	0.8847222222222223
1502	Pyr_redox_3	NmrA	57.6	0.00064	25.03	29	21	58.69	0.00067	24.26	30	20	0.8631034482758622	0.8086666666666668
1503	GCD14	RrnaAD	97.54	1.3e-09	59.46	69	23	97.14	1.5e-08	54.26	69	23	0.8617391304347827	0.7863768115942029
1504	ELFV_dehydrog	Ldh_1_N	94.28	1.4e-06	39.15	32	22	96.04	9.300000000000001e-08	39.23	32	22	1.2234375	1.2259375
1505	ELFV_dehydrog	FMO-like	81.3	6.2e-05	38.88	32	28	77.65	9.6e-05	38.02	32	28	1.215	1.188125
1506	ELFV_dehydrog	UDPG_MGDP_dh_N	96.69	3.7e-08	51.37	32	28	97.15	8e-09	50.4	32	28	1.6053125	1.575
1507	ELFV_dehydrog	Pyr_redox	74.31	0.0002	23.84	30	20	86.62	6.6e-05	21.98	30	20	0.7946666666666666	0.7326666666666667
1508	ELFV_dehydrog	Epimerase	49.23	0.00078	25.8	25	24	58.72	0.0006799999999999999	23.63	27	22	1.032	0.8751851851851852
1509	ELFV_dehydrog	THF_DHG_CYH_C	96.53	5.7999999999999997e-08	49.51	52	27	96.61	5.6e-08	47.3	51	27	0.9521153846153846	0.9274509803921568
1510	ELFV_dehydrog	AlaDh_PNT_C	95.58	3.3e-07	46.85	35	23	96.32	7.599999999999999e-08	47.22	36	22	1.3385714285714285	1.3116666666666665
1511	CoA_binding	FMO-like	85.78	5.4000000000000005e-05	25.29	14	36	61.29	0.00039	26.24	16	31	1.8064285714285713	1.64
1512	CoA_binding	GIDA	74.45	0.00021	21.47	17	29	54.65	0.00057	22.61	25	24	1.2629411764705882	0.9044
1513	FAD_binding_3	NAD_binding_2	92.15	4.6e-06	34.46	32	25	93.56	1.8000000000000001e-06	35.38	32	25	1.076875	1.105625
1514	FAD_binding_3	RmlD_sub_bind	67.77	0.00023999999999999998	29.47	31	26	71.88	0.00016999999999999999	30.69	31	26	0.9506451612903225	0.99
1515	FAD_binding_3	F420_oxidored	90.8	9.2e-06	29.51	32	31	93.85	1.9e-06	29.49	32	31	0.9221875	0.9215625
1516	FAD_binding_3	UDPG_MGDP_dh_N	93.67	1.6e-06	39.06	32	28	94.19	9.6e-07	40.35	32	28	1.220625	1.2609375
1517	FAD_binding_3	NAD_binding_8	96.41	1.1000000000000001e-08	39.55	31	32	97.13	8.900000000000001e-10	36.92	31	32	1.275806451612903	1.1909677419354838
