	sim_dom1	sim_dom2	prob1	pval1	score1	aligned_cols1	ident_perc1	prob2	pval2	score2	aligned_cols2	ident_perc2
49994	NDK	Ribosomal_L5_C	0.58	0.14	9.95	1	0	0.36	0.21	9.22	1	0
49995	NDK	Ald_Xan_dh_C	0.54	0.15	9.83	13	8	0.59	0.14	10.05	13	8
49996	NDK	RNA_pol_N	0.08	0.64	6.26	1	0	0.11	0.51	6.74	1	0
49997	NDK	HIN	0.31	0.3	10.43	7	43	0.49	0.21	11.10	8	38
49998	NDK	SUFU_C	0.14	0.51	9.26	1	0	0.12	0.52	8.74	1	0
49999	NDK	ATP-synt_DE_N	0.13	0.44	6.86	1	0	0.10	0.54	6.36	4	25
50000	NDK	Evr1_Alr	0.15	0.39	7.31	1	0	0.09	0.57	6.32	1	0
50001	NDK	ASF1_hist_chap	0.06	0.78	7.04	1	0	0.06	0.73	6.78	1	0
50002	NDK	DNA_pol_B_thumb	0.23	0.26	7.54	2	50	0.20	0.3	7.40	3	67
50003	NDK	CDP-OH_P_transf	0.19	0.32	6.87	1	0	0.36	0.18	8.29	1	0
50004	NDK	Gcd10p	0.10	0.68	9.89	12	8	0.12	0.59	9.81	10	10
50005	NDK	PRMT5_C	0.05	0.83	5.86	8	13	0.07	0.7	6.35	8	13
50006	NDK	DHHA1	0.04	0.92	4.11	1	0	0.06	0.78	5.34	1	0
50007	NDK	ADK_lid	0.06	0.76	2.99	1	0	0.04	0.9	3.42	1	0
50008	NDK	RNA_pol_Rpb1_2	0.13	0.47	8.60	8	25	0.18	0.38	8.97	7	29
50009	NDK	RNA_pol_Rpb1_1	0.42	0.25	11.13	1	0	0.42	0.24	10.98	1	0
50010	NDK	RNA_pol_Rpb1_4	0.03	0.96	3.92	1	0	0.03	0.96	3.80	1	0
50011	NDK	RNA_pol_Rpb1_5	0.21	0.44	10.76	1	0	0.22	0.41	10.52	1	0
50012	NDK	B12-binding_2	0.17	0.36	6.26	1	0	0.21	0.28	7.14	1	0
50013	NDK	Prenyltransf	0.11	0.53	8.17	4	25	0.08	0.66	7.04	1	0
50014	NDK	ERAP1_C	0.10	0.59	8.56	1	0	0.07	0.7	7.32	1	0
50015	NDK	FTO_CTD	0.06	0.73	7.75	1	0	0.09	0.58	8.11	1	0
50016	NDK	G6PD_C	0.08	0.66	8.51	1	0	0.10	0.57	8.52	1	0
50017	NDK	Ribosomal_S16	0.21	0.28	7.78	8	38	0.27	0.23	8.30	11	18
50018	NDK	Ribosomal_S18	0.09	0.59	5.84	1	0	0.09	0.57	5.95	1	0
50019	NDK	CTD_bind	0.16	0.38	6.35	1	0	0.11	0.51	5.95	1	0
50020	NDK	RNB	0.09	0.61	8.49	13	15	0.19	0.37	9.81	6	33
50021	NDK	AIRS_C	0.20	0.32	8.47	1	0	0.13	0.45	7.55	1	0
50022	NDK	RNase_PH_C	0.35	0.17	7.59	5	20	0.27	0.22	7.42	1	0
50023	NDK	Ribosomal_L4	0.05	0.84	6.42	10	20	0.15	0.44	8.59	1	0
50024	NDK	Ribosomal_L6	0.07	0.67	4.85	1	0	0.06	0.75	4.84	1	0
50025	NDK	Ribosomal_L1	0.07	0.7	7.10	1	0	0.06	0.74	6.39	1	0
50026	NDK	Ribosomal_L16	0.17	0.39	8.51	15	0	0.22	0.32	8.90	16	0
50027	NDK	Thymidylat_synt	0.16	0.46	9.43	10	20	0.15	0.46	9.04	1	0
50028	NDK	Ribosomal_S8	1.10	0.095	11.47	13	31	1.25	0.084	11.89	13	31
50029	NDK	Ribosomal_L9_N	0.15	0.39	6.58	7	43	0.17	0.36	6.95	8	38
50030	NDK	Frataxin_Cyay	0.14	0.41	7.91	1	0	0.16	0.38	8.03	4	0
50031	NDK	Nucleos_tra2_C	0.30	0.31	10.50	4	0	0.10	0.57	8.32	4	0
50032	NDK	Ribosomal_L14	0.24	0.3	9.06	1	0	0.14	0.43	8.03	1	0
50033	NDK	Ribosomal_L17	0.05	0.83	5.56	4	25	0.08	0.63	6.42	5	0
50034	NDK	Ribosomal_L10	0.75	0.11	10.01	4	0	0.67	0.12	9.90	8	0
50035	NDK	Ribosomal_L13	0.21	0.34	8.96	16	13	0.44	0.2	10.24	17	12
50036	NDK	OAS1_C	0.04	0.89	6.01	6	0	0.06	0.78	6.29	6	0
50037	NDK	FAD_binding_7	0.14	0.47	8.70	18	11	0.20	0.36	9.20	18	11
50038	NDK	Orn_DAP_Arg_deC	0.11	0.56	8.80	12	17	0.11	0.53	8.54	12	17
50039	NDK	PGM_PMM_I	0.59	0.15	10.15	11	9	0.93	0.1	10.94	16	13
50040	NDK	14-3-3	0.06	0.77	7.16	1	0	0.10	0.55	8.09	10	20
50041	NDK	Flavokinase	0.06	0.74	5.93	1	0	0.08	0.66	6.25	1	0
50042	NDK	Biopterin_H	1.56	0.11	14.21	30	13	1.65	0.06	15.99	31	13
50043	NDK	PGM_PMM_III	0.19	0.32	7.82	9	11	0.18	0.34	7.74	6	17
50044	NDK	RPE65	0.07	0.74	8.95	1	0	0.12	0.57	9.43	1	0
50045	NDK	GMP_PDE_delta	0.08	0.64	7.89	9	33	0.09	0.59	7.74	5	40
50046	NDK	SRF-TF	0.27	0.22	7.04	1	0	0.23	0.27	7.07	1	0
50047	NDK	Citrate_synt	0.03	0.94	6.65	1	0	0.04	0.91	6.02	1	0
50048	NDK	ATP-gua_PtransN	0.11	0.49	6.76	1	0	0.17	0.35	7.63	1	0
50049	NDK	Neil1-DNA_bind	0.15	0.39	6.87	1	0	0.18	0.32	7.32	1	0
50050	NDK	PGK	0.08	0.7	8.96	8	0	0.18	0.46	10.08	9	0
50051	MutS_III	MutS_I	0.05	0.79	6.23	9	11	0.03	0.97	4.81	1	0
50052	MutS_III	ProRS-C_1	0.03	0.97	4.00	1	0	0.03	0.93	4.98	7	14
50053	MutS_III	PTPA	0.12	0.64	10.24	11	9	0.17	0.53	10.66	1	0
50054	MutS_III	Glyco_transf_29	0.08	0.69	8.97	1	0	0.15	0.51	9.97	1	0
50055	MutS_III	DUF1241	2.18	0.081	14.73	2	100	1.07	0.14	13.48	1	0
50056	MutS_III	Dak2	0.06	0.77	7.71	5	0	0.23	0.31	10.96	1	0
50057	MutS_III	Serpin	0.06	0.79	8.71	7	14	0.10	0.65	9.52	9	11
50058	MutS_III	zf-AN1	0.04	0.83	3.92	1	0	0.02	0.98	3.68	1	0
50059	MutS_III	ATP-synt	0.19	0.47	10.64	1	0	0.18	0.47	10.43	1	0
50060	MutS_III	5_nucleotid_C	0.06	0.74	7.47	9	22	0.05	0.8	7.13	9	22
50061	MutS_III	PX	0.32	0.24	9.40	11	27	0.32	0.25	9.64	13	23
50062	MutS_III	Gln-synt_N	0.03	0.93	4.39	1	0	0.02	0.99	3.71	1	0
50063	MutS_III	Ribosomal_S14	0.13	0.37	7.68	1	0	0.11	0.43	7.75	1	0
50064	MutS_III	Hemerythrin	0.12	0.47	7.89	5	20	0.06	0.79	6.58	1	0
50065	MutS_III	TPK_B1_binding	0.09	0.58	6.72	6	50	0.05	0.81	5.82	6	50
50066	MutS_III	VKOR	0.02	1	3.70	1	0	0.02	1	3.49	1	0
50067	MutS_III	Ribosomal_L11	0.09	0.61	7.04	1	0	0.08	0.65	7.00	1	0
50068	MutS_III	Arg_tRNA_synt_N	0.04	0.91	4.93	1	0	0.03	0.95	4.90	1	0
50069	MutS_III	Oxidored_q6	0.03	0.94	5.37	1	0	0.03	0.94	5.33	1	0
50070	MutS_III	Ribosomal_S6e	0.04	0.91	6.68	1	0	0.04	0.92	6.18	9	33
50071	MutS_III	Gal_Lectin	0.03	0.94	4.07	1	0	0.02	0.99	4.04	1	0
50072	MutS_III	PAP_central	0.12	0.61	9.85	13	15	0.34	0.34	11.89	13	15
50073	MutS_III	Ribosomal_S6	0.38	0.22	9.88	1	0	0.65	0.16	10.99	8	25
50074	MutS_III	Ribosomal_S7	0.05	0.85	7.14	12	17	0.06	0.76	7.49	1	0
50075	MutS_III	Sec1	0.02	0.98	7.01	1	0	0.05	0.86	8.35	1	0
50076	MutS_III	Sec7	0.06	0.76	7.88	1	0	0.31	0.32	10.96	1	0
50077	MutS_III	ribosomal_L24	0.04	0.92	4.75	2	50	0.04	0.89	5.27	3	67
50078	MutS_III	Coprogen_oxidas	0.05	0.88	8.86	1	0	0.09	0.71	9.51	1	0
50079	MutS_III	SecY	0.09	0.71	9.75	1	0	0.08	0.73	9.01	1	0
50080	MutS_III	PROCN	0.03	0.96	8.55	8	25	0.22	0.5	11.92	9	33
50081	MutS_III	RabGAP-TBC	0.03	0.95	5.51	1	0	0.04	0.92	6.15	1	0
50082	MutS_III	SRP19	0.63	0.14	12.59	14	21	0.57	0.19	11.89	14	14
50083	MutS_III	PEPCK_N	0.06	0.83	8.76	1	0	0.10	0.65	9.53	1	0
50084	MutS_III	Rbsn	0.18	0.33	7.91	1	0	0.33	0.22	9.12	1	0
50085	MutS_III	Urocanase_C	0.03	0.95	7.40	8	25	0.04	0.92	7.06	8	25
50086	MutS_III	Isochorismatase	0.03	0.94	5.48	1	0	0.03	0.94	5.71	1	0
50087	MutS_III	AA_kinase	0.28	0.37	11.22	1	0	0.25	0.4	10.94	1	0
50088	MutS_III	Peptidase_M24	0.05	0.81	7.20	1	0	0.06	0.75	7.69	1	0
50089	MutS_III	Na_Ca_ex	0.02	0.98	4.39	1	0	0.03	0.97	4.96	1	0
50090	MutS_III	Molybdopterin	0.04	0.88	7.38	1	0	0.05	0.8	7.97	1	0
50091	MutS_III	RNA_pol	0.12	0.67	10.72	13	23	0.16	0.57	10.95	14	21
50092	MutS_III	PK_C	0.06	0.73	6.51	2	50	0.13	0.48	8.36	11	18
50093	MutS_III	TPK_catalytic	0.08	0.64	7.61	14	29	0.13	0.49	8.65	15	27
50094	MutS_III	MAPEG	0.11	0.52	8.09	1	0	0.11	0.53	8.27	1	0
50095	MutS_III	Cation_ATPase_C	0.05	0.69	7.72	1	0	0.05	0.71	7.78	1	0
50096	MutS_III	Nop	0.16	0.5	10.10	1	0	0.27	0.37	10.99	1	0
50097	MutS_III	Ald_Xan_dh_C2	0.02	0.99	7.17	1	0	0.03	0.97	6.94	1	0
50098	MutS_III	TspO_MBR	0.09	0.59	8.20	4	25	0.03	0.97	5.14	1	0
50099	MutS_III	Disintegrin	0.02	0.99	3.55	1	0	0.02	1	3.60	1	0
50100	MutS_III	Cbl_N3	0.25	0.18	11.51	15	27	0.18	0.41	9.35	1	0
50101	MutS_III	CBS	0.08	0.65	3.50	1	0	0.01	1	3.41	1	0
50102	MutS_III	Aldo_ket_red	0.03	0.94	6.55	3	0	0.04	0.89	6.99	8	13
50103	MutS_III	Topo_C_assoc	0.08	0.63	7.60	5	20	0.04	0.9	5.78	2	0
50104	MutS_III	zf-Sec23_Sec24	0.07	0.67	4.77	1	0	0.02	0.99	3.60	1	0
50105	MutS_III	Topoisom_I_N	0.04	0.92	7.92	1	0	0.03	0.94	6.84	1	0
50106	MutS_III	Aminotran_4	0.08	0.68	8.31	1	0	0.07	0.71	8.06	1	0
50107	MutS_III	PRO8NT	0.05	0.84	8.02	7	29	0.03	0.93	6.48	1	0
50108	MutS_III	Ribosomal_L5_C	0.04	0.92	5.56	1	0	0.05	0.86	6.10	1	0
50109	MutS_III	Ald_Xan_dh_C	0.03	0.94	5.27	1	0	0.04	0.89	5.77	1	0
50110	MutS_III	RNA_pol_N	0.15	0.42	8.47	1	0	0.10	0.53	7.82	1	0
50111	MutS_III	HIN	0.02	1	5.48	1	0	0.04	0.87	7.38	1	0
50112	MutS_III	SUFU_C	0.03	0.98	6.81	1	0	0.04	0.89	7.30	1	0
50113	MutS_III	Cpn60_TCP1	0.04	0.92	7.90	12	33	0.05	0.86	8.06	18	33
50114	MutS_III	ATP-synt_DE_N	0.02	0.99	3.87	1	0	0.03	0.98	4.43	1	0
50115	MutS_III	Evr1_Alr	0.04	0.87	5.48	1	0	0.05	0.8	6.31	1	0
50116	MutS_III	ASF1_hist_chap	0.06	0.78	8.16	1	0	0.06	0.75	7.91	1	0
50117	MutS_III	DNA_pol_B_thumb	0.11	0.51	7.08	1	0	0.11	0.49	7.54	1	0
50118	MutS_III	CDP-OH_P_transf	0.46	0.17	9.49	5	20	0.83	0.11	10.73	7	29
50119	MutS_III	Gcd10p	0.04	0.93	9.12	1	0	0.10	0.63	10.98	6	33
50120	MutS_III	PRMT5_C	0.03	0.97	5.32	3	33	0.04	0.92	5.92	5	20
50121	MutS_III	DHHA1	0.41	0.22	10.32	1	0	0.46	0.21	10.64	1	0
50122	MutS_III	ADK_lid	0.04	0.89	2.93	1	0	0.01	1	2.62	1	0
50123	MutS_III	RNA_pol_Rpb1_2	0.04	0.87	7.29	1	0	0.06	0.77	7.70	8	0
50124	MutS_III	RNA_pol_Rpb1_1	0.03	0.97	6.30	19	11	0.04	0.89	7.17	14	14
50125	MutS_III	RNA_pol_Rpb1_4	0.04	0.92	5.21	1	0	0.03	0.94	5.16	1	0
50126	MutS_III	RNA_pol_Rpb1_5	0.11	0.7	10.48	10	30	0.09	0.73	9.64	5	20
50127	MutS_III	B12-binding_2	0.35	0.2	8.82	13	23	0.31	0.24	8.99	26	15
50128	MutS_III	p450	0.07	0.76	8.67	1	0	0.02	1	4.69	1	0
50129	MutS_III	Prenyltransf	0.04	0.89	6.82	1	0	0.04	0.9	6.52	1	0
50130	MutS_III	TSP_3	0.04	0.88	4.48	8	13	0.04	0.92	4.66	4	25
50131	MutS_III	ERAP1_C	0.35	0.33	12.07	10	40	0.29	0.37	11.57	8	38
50132	MutS_III	FTO_CTD	0.04	0.89	7.77	1	0	0.08	0.71	8.61	1	0
50133	MutS_III	G6PD_C	0.16	0.54	10.73	1	0	0.14	0.57	10.11	1	0
50134	MutS_III	Ribosomal_S16	0.18	0.35	8.47	7	14	0.36	0.23	9.76	8	25
50135	MutS_III	Ribosomal_S18	0.09	0.6	6.74	1	0	0.07	0.68	6.54	1	0
50136	MutS_III	CTD_bind	0.09	0.59	6.19	1	0	0.36	0.21	9.27	4	25
50137	MutS_III	RNB	0.15	0.55	10.31	9	11	0.11	0.62	9.51	6	17
50138	MutS_III	AIRS_C	0.03	0.96	4.98	1	0	0.01	1	3.50	1	0
50139	MutS_III	OLF	0.06	0.67	9.37	10	10	0.06	0.68	8.87	10	10
50140	MutS_III	RNase_PH_C	0.06	0.77	4.74	1	0	0.04	0.91	4.96	1	0
50141	MutS_III	Ribosomal_L4	0.04	0.9	7.00	12	25	0.10	0.6	8.96	1	0
50142	MutS_III	Ribosomal_L6	0.03	0.96	3.53	1	0	0.01	1	1.94	1	0
50143	MutS_III	Ribosomal_L1	0.06	0.78	7.71	1	0	0.05	0.81	7.30	1	0
50144	MutS_III	Ribosomal_L16	0.03	0.98	5.27	1	0	0.03	0.97	5.15	3	33
50145	MutS_III	Thymidylat_synt	0.04	0.92	7.39	1	0	0.06	0.79	8.11	1	0
50146	MutS_III	Ribosomal_S8	0.06	0.74	7.41	1	0	0.05	0.79	6.93	1	0
50147	MutS_III	Ribosomal_L9_N	0.08	0.65	6.30	1	0	0.08	0.63	6.69	1	0
50148	MutS_III	Frataxin_Cyay	0.06	0.75	7.10	1	0	0.06	0.79	6.77	1	0
50149	MutS_III	Nucleos_tra2_C	0.19	0.49	10.71	1	0	0.25	0.27	12.42	32	16
50150	MutS_III	Ribosomal_L14	0.19	0.17	11.98	10	40	0.15	0.23	11.30	11	36
50151	MutS_III	Ribosomal_L17	0.07	0.67	7.55	1	0	0.13	0.49	8.61	1	0
50152	MutS_III	Ribosomal_L10	0.08	0.66	6.79	1	0	0.06	0.76	6.55	1	0
50153	MutS_III	Ribosomal_L13	0.30	0.31	10.62	18	28	0.20	0.41	9.77	10	30
50154	MutS_III	Acyl-CoA_dh_M	0.03	0.94	4.02	1	0	0.02	1	3.41	1	0
50155	MutS_III	OAS1_C	0.45	0.19	12.63	8	50	0.74	0.11	14.23	10	40
50156	MutS_III	FAD_binding_7	0.08	0.7	8.57	4	25	0.06	0.75	7.90	5	20
50157	MutS_III	Orn_DAP_Arg_deC	0.12	0.61	9.86	8	0	0.16	0.52	10.36	9	0
50158	MutS_III	PGM_PMM_I	0.05	0.81	6.40	1	0	0.06	0.74	7.09	1	0
50159	MutS_III	14-3-3	0.48	0.26	12.24	1	0	0.32	0.33	11.43	1	0
50160	MutS_III	Flavokinase	0.07	0.67	7.38	1	0	0.07	0.71	7.27	1	0
50161	MutS_III	Biopterin_H	0.21	0.5	11.73	14	14	0.21	0.49	11.41	14	14
50162	MutS_III	PGM_PMM_III	0.05	0.84	5.67	1	0	0.05	0.84	6.15	1	0
50163	MutS_III	Carb_anhydrase	0.06	0.77	8.31	1	0	0.07	0.72	8.43	1	0
50164	MutS_III	RPE65	0.01	1	5.04	1	0	0.02	0.99	5.70	1	0
50165	MutS_III	GMP_PDE_delta	0.11	0.61	9.33	12	25	0.06	0.75	8.02	12	25
50166	MutS_III	SRF-TF	0.02	1	2.20	1	0	0.04	0.88	4.96	1	0
50167	MutS_III	Citrate_synt	0.04	0.9	8.17	1	0	0.03	0.95	6.65	1	0
50168	MutS_III	ATP-gua_PtransN	0.65	0.079	12.08	9	44	0.94	0.052	13.34	19	26
50169	MutS_III	Neil1-DNA_bind	0.33	0.22	9.03	1	0	0.65	0.14	10.30	1	0
50170	MutS_III	PGK	0.14	0.25	14.16	14	21	0.39	0.09	17.27	32	16
50171	MutS_I	ProRS-C_1	0.09	0.61	5.64	1	0	0.07	0.69	5.31	1	0
50172	MutS_I	PTPA	0.06	0.78	7.84	17	0	0.07	0.67	7.95	17	0
50173	MutS_I	Glyco_transf_29	0.25	0.33	9.85	1	0	0.36	0.25	10.37	8	38
50174	MutS_I	DUF1241	0.22	0.36	9.51	12	25	0.29	0.29	9.91	1	0
50175	MutS_I	Dak2	0.05	0.81	6.26	1	0	0.03	0.97	4.22	1	0
50176	MutS_I	Serpin	0.05	0.84	6.96	1	0	0.05	0.8	6.69	1	0
50177	MutS_I	zf-AN1	0.04	0.87	2.93	1	0	0.03	0.93	3.24	1	0
50178	MutS_I	ATP-synt	0.07	0.72	7.45	5	20	0.13	0.49	8.48	12	8
50179	MutS_I	5_nucleotid_C	0.05	0.84	5.65	1	0	0.05	0.79	5.71	1	0
50180	MutS_I	PX	0.76	0.1	9.66	10	20	0.83	0.093	9.73	11	18
50181	MutS_I	Gln-synt_N	0.08	0.62	5.47	1	0	0.12	0.48	6.34	7	14
50182	MutS_I	Ribosomal_S14	0.10	0.55	5.65	1	0	0.10	0.56	5.73	1	0
50183	MutS_I	Hemerythrin	0.12	0.48	6.50	4	0	0.08	0.63	5.92	1	0
50184	MutS_I	TPK_B1_binding	0.08	0.62	5.45	1	0	0.05	0.81	4.62	9	11
50185	MutS_I	VKOR	0.13	0.43	7.84	8	38	0.14	0.43	7.74	8	38
50186	MutS_I	Ribosomal_L11	0.27	0.23	8.19	1	0	0.20	0.3	7.69	1	0
50187	MutS_I	Arg_tRNA_synt_N	0.14	0.41	6.83	1	0	0.15	0.38	7.11	1	0
50188	MutS_I	Oxidored_q6	0.39	0.2	9.41	1	0	0.49	0.17	9.77	1	0
50189	MutS_I	Ribosomal_S6e	0.45	0.092	11.90	11	27	0.48	0.089	12.17	11	27
50190	MutS_I	Gal_Lectin	0.08	0.64	5.14	1	0	0.06	0.78	4.76	1	0
50191	MutS_I	PAP_central	0.06	0.78	7.19	5	0	0.05	0.82	6.39	4	0
50192	MutS_I	Ribosomal_S6	0.15	0.4	7.10	5	20	0.12	0.48	6.65	1	0
50193	MutS_I	Ribosomal_S7	0.86	0.12	11.48	23	22	1.06	0.087	12.24	18	17
50194	MutS_I	Sec1	0.34	0.32	11.46	10	20	0.40	0.25	11.90	10	20
50195	MutS_I	Sec7	0.21	0.35	9.15	15	13	0.18	0.37	8.79	9	22
50196	MutS_I	ribosomal_L24	0.16	0.36	6.92	7	29	0.12	0.46	6.45	7	29
50197	MutS_I	Coprogen_oxidas	0.33	0.2	12.38	14	21	0.21	0.3	11.18	13	23
50198	MutS_I	SecY	0.25	0.32	10.81	18	22	0.20	0.4	9.84	17	6
50199	MutS_I	PROCN	0.16	0.53	10.52	10	20	0.22	0.43	10.81	9	22
50200	MutS_I	RabGAP-TBC	0.10	0.53	7.37	1	0	0.05	0.84	5.38	1	0
50201	MutS_I	SRP19	0.21	0.34	8.93	20	20	0.09	0.61	7.03	3	100
50202	MutS_I	PEPCK_N	0.58	0.2	11.81	15	20	0.48	0.23	11.44	22	18
50203	MutS_I	Rbsn	0.10	0.56	5.63	1	0	0.10	0.53	5.88	1	0
50204	MutS_I	Urocanase_C	0.10	0.59	8.73	12	17	0.11	0.54	8.67	12	17
50205	MutS_I	Isochorismatase	6.60	0.014	15.42	32	19	5.64	0.02	14.70	31	19
50206	MutS_I	AA_kinase	0.96	0.13	12.15	11	9	0.34	0.26	10.16	1	0
50207	MutS_I	Peptidase_M24	0.80	0.13	11.28	21	38	1.35	0.085	12.12	20	40
50208	MutS_I	Na_Ca_ex	0.06	0.73	5.75	1	0	0.06	0.76	5.57	1	0
50209	MutS_I	Molybdopterin	0.11	0.53	8.47	12	25	0.09	0.6	7.69	11	27
50210	MutS_I	RNA_pol	0.04	0.89	7.56	6	33	0.12	0.49	9.82	9	11
50211	MutS_I	PK_C	0.14	0.41	7.16	7	14	0.13	0.43	7.08	6	17
50212	MutS_I	TPK_catalytic	0.58	0.15	10.03	1	0	0.40	0.19	9.42	16	19
50213	MutS_I	MAPEG	0.03	0.94	4.21	1	0	0.04	0.91	4.37	1	0
50214	MutS_I	Cation_ATPase_C	0.03	0.93	4.74	1	0	0.03	0.96	4.23	1	0
50215	MutS_I	Nop	0.06	0.76	6.92	1	0	0.07	0.72	6.79	1	0
50216	MutS_I	Ald_Xan_dh_C2	0.30	0.32	12.02	16	25	0.33	0.28	12.25	16	25
50217	MutS_I	TspO_MBR	0.04	0.87	5.20	1	0	0.05	0.83	5.27	1	0
50218	MutS_I	Disintegrin	0.09	0.6	5.99	1	0	0.05	0.79	4.94	1	0
50219	MutS_I	Cbl_N3	0.10	0.53	7.67	3	33	0.12	0.46	7.79	4	25
50220	MutS_I	CBS	0.14	0.42	3.86	1	0	0.01	1	2.00	1	0
50221	MutS_I	Aldo_ket_red	1.31	0.098	12.71	14	7	0.89	0.13	11.92	10	10
50222	MutS_I	Topo_C_assoc	0.15	0.39	7.69	6	17	0.13	0.44	7.33	1	0
50223	MutS_I	zf-Sec23_Sec24	0.07	0.69	3.87	1	0	0.04	0.86	3.72	1	0
50224	MutS_I	Topoisom_I_N	0.06	0.73	8.07	13	15	0.08	0.65	8.08	11	18
50225	MutS_I	Aminotran_4	0.29	0.27	9.63	1	0	0.06	0.72	6.39	7	14
50226	MutS_I	PRO8NT	0.16	0.43	9.07	15	7	0.28	0.3	9.90	8	38
50227	MutS_I	Ribosomal_L5_C	0.32	0.22	8.94	5	20	0.50	0.16	9.68	2	50
50228	MutS_I	Ald_Xan_dh_C	0.09	0.57	6.57	1	0	0.12	0.46	7.10	1	0
50229	MutS_I	RNA_pol_N	0.16	0.37	7.54	1	0	0.33	0.21	8.79	8	38
50230	MutS_I	HIN	0.21	0.36	9.83	1	0	0.14	0.48	8.76	1	0
50231	MutS_I	SUFU_C	0.15	0.47	9.30	9	22	0.11	0.55	8.49	20	25
50232	MutS_I	Cpn60_TCP1	1.24	0.12	13.47	19	21	0.83	0.16	12.61	18	22
50233	MutS_I	ATP-synt_DE_N	0.14	0.42	6.89	1	0	0.33	0.2	8.56	4	50
50234	MutS_I	Evr1_Alr	0.05	0.83	4.77	1	0	0.04	0.91	4.22	1	0
50235	MutS_I	ASF1_hist_chap	3.26	0.033	14.55	15	0	3.11	0.037	14.73	15	0
50236	MutS_I	DNA_pol_B_thumb	0.17	0.35	6.81	1	0	0.18	0.33	7.11	1	0
50237	MutS_I	CDP-OH_P_transf	0.10	0.54	5.54	1	0	0.07	0.71	5.00	1	0
50238	MutS_I	Gcd10p	0.07	0.77	9.16	4	0	0.18	0.48	10.56	1	0
50239	MutS_I	PRMT5_C	0.09	0.59	7.17	1	0	0.09	0.6	6.86	1	0
50240	MutS_I	DHHA1	0.72	0.11	10.03	1	0	0.26	0.24	8.38	1	0
50241	MutS_I	ADK_lid	0.12	0.46	4.31	1	0	0.07	0.69	4.25	1	0
50242	MutS_I	RNA_pol_Rpb1_2	0.22	0.34	9.35	1	0	0.42	0.22	10.38	3	67
50243	MutS_I	RNA_pol_Rpb1_1	0.09	0.62	8.21	17	0	0.11	0.54	8.31	17	0
50244	MutS_I	RNA_pol_Rpb1_4	0.04	0.9	4.39	1	0	0.04	0.86	4.69	1	0
50245	MutS_I	RNA_pol_Rpb1_5	0.17	0.44	10.47	12	8	0.04	0.87	6.70	9	11
50246	MutS_I	B12-binding_2	1.72	0.045	10.27	9	11	0.93	0.076	9.30	1	0
50247	MutS_I	p450	0.21	0.37	9.71	3	33	0.19	0.39	9.29	4	50
50248	MutS_I	Prenyltransf	0.21	0.35	9.17	1	0	0.11	0.5	7.94	7	14
50249	MutS_I	TSP_3	0.04	0.89	3.61	1	0	0.02	0.98	2.80	1	0
50250	MutS_I	ERAP1_C	0.35	0.27	10.75	8	50	0.18	0.4	9.30	6	33
50251	MutS_I	FTO_CTD	0.28	0.31	10.13	15	7	0.10	0.56	8.19	15	7
50252	MutS_I	G6PD_C	1.49	0.058	14.74	26	15	0.75	0.12	13.20	30	17
50253	MutS_I	Ribosomal_S16	3.16	0.03	11.87	9	33	2.98	0.033	12.04	11	27
50254	MutS_I	Ribosomal_S18	0.71	0.1	9.32	1	0	0.34	0.19	8.40	1	0
50255	MutS_I	CTD_bind	0.14	0.4	6.12	2	0	0.15	0.4	6.43	8	13
50256	MutS_I	RNB	0.05	0.84	6.82	1	0	0.04	0.88	5.92	1	0
50257	MutS_I	AIRS_C	0.14	0.41	7.67	1	0	0.09	0.58	6.64	7	14
50258	MutS_I	OLF	0.21	0.3	10.34	25	24	0.23	0.28	10.43	13	15
50259	MutS_I	RNase_PH_C	0.96	0.071	9.17	11	18	0.62	0.1	8.60	10	20
50260	MutS_I	Ribosomal_L4	0.08	0.62	7.64	6	33	0.07	0.67	6.94	1	0
50261	MutS_I	Ribosomal_L6	0.15	0.39	6.25	1	0	0.10	0.55	5.71	1	0
50262	MutS_I	Ribosomal_L1	0.41	0.22	10.25	19	16	0.30	0.26	9.66	18	11
50263	MutS_I	Ribosomal_L16	0.06	0.76	6.28	1	0	0.08	0.64	6.63	1	0
50264	MutS_I	Thymidylat_synt	0.47	0.22	11.19	9	11	0.41	0.24	10.84	1	0
50265	MutS_I	Ribosomal_S8	2.00	0.057	12.39	21	19	1.75	0.065	12.27	23	17
50266	MutS_I	Ribosomal_L9_N	0.41	0.14	8.54	4	25	0.32	0.18	8.25	4	25
50267	MutS_I	Frataxin_Cyay	0.20	0.32	8.39	1	0	0.25	0.28	8.70	1	0
50268	MutS_I	Nucleos_tra2_C	0.47	0.17	11.75	17	12	0.69	0.092	13.41	17	12
50269	MutS_I	Ribosomal_L14	0.06	0.75	6.29	1	0	0.08	0.63	6.69	1	0
50270	MutS_I	Ribosomal_L17	0.60	0.14	10.10	1	0	0.34	0.22	9.19	1	0
50271	MutS_I	Ribosomal_L10	4.13	0.026	12.76	1	0	3.44	0.03	12.44	1	0
50272	MutS_I	Ribosomal_L13	6.27	0.022	14.61	11	27	2.99	0.044	13.53	9	33
50273	MutS_I	Acyl-CoA_dh_M	0.09	0.58	5.46	4	25	0.08	0.63	5.53	6	17
50274	MutS_I	OAS1_C	0.03	0.94	5.40	1	0	0.04	0.86	5.61	1	0
50275	MutS_I	FAD_binding_7	0.65	0.16	11.24	19	21	1.00	0.11	12.18	19	21
